@relation 'Bank-weka.filters.unsupervised.attribute.Remove-R2-5,7-16'

@attribute idade numeric
@attribute balanco numeric
@attribute deposito {yes,no}

@data
68,4189,yes
35,724,yes
28,205,yes
66,154,yes
30,232,yes
60,979,yes
46,5021,yes
68,2469,yes
63,180,yes
29,658,yes
35,2918,yes
64,588,yes
22,423,yes
19,302,yes
31,414,yes
48,817,yes
33,183,yes
34,806,yes
46,9299,yes
60,478,yes
36,1057,yes
32,762,yes
45,31472,yes
44,1090,yes
57,3738,yes
29,1277,yes
31,756,yes
54,1636,yes
49,300,yes
35,321,yes
24,1295,yes
43,839,yes
34,1974,yes
27,2855,yes
54,5475,yes
38,536,yes
34,1279,yes
93,775,yes
36,203,yes
33,146,yes
35,4124,yes
41,14968,yes
36,1451,yes
30,3026,yes
41,431,yes
29,985,yes
82,243,yes
37,1707,yes
46,5511,yes
44,8,yes
61,10861,yes
33,373,yes
23,1807,yes
45,2776,yes
61,1058,yes
40,0,yes
82,1381,yes
27,204,yes
26,267,yes
27,311,yes
53,306,yes
54,752,yes
64,1574,yes
57,1181,yes
31,1761,yes
61,4629,yes
35,154,yes
77,4112,yes
36,11650,yes
32,6138,yes
61,264,yes
69,2144,yes
69,482,yes
34,0,yes
45,4831,yes
64,12067,yes
35,1227,yes
22,1232,yes
34,275,yes
34,369,yes
55,240,yes
53,2398,yes
63,2785,yes
37,62,yes
29,1377,yes
29,163,yes
38,1199,yes
62,569,yes
34,0,yes
56,1989,yes
48,46,yes
42,372,yes
68,2812,yes
43,2952,yes
62,569,yes
68,2812,yes
38,1199,yes
63,3904,yes
48,156,yes
45,205,yes
59,1625,yes
35,415,yes
32,1812,yes
93,775,yes
33,180,yes
48,46,yes
38,4017,yes
29,437,yes
38,318,yes
41,1646,yes
57,470,yes
53,3591,yes
56,2037,yes
33,2979,yes
41,1092,yes
34,661,yes
29,2196,yes
34,417,yes
21,2077,yes
37,2283,yes
33,1536,yes
45,446,yes
61,5,yes
22,216,yes
37,565,yes
45,476,yes
35,-32,yes
28,1348,yes
31,228,yes
62,1859,yes
47,2306,yes
57,2038,yes
60,824,yes
25,348,yes
40,1515,yes
33,1514,yes
53,94,yes
30,2325,yes
36,417,yes
56,3450,yes
38,2543,yes
29,464,yes
61,1853,yes
62,272,yes
24,1925,yes
65,2331,yes
70,324,yes
60,116,yes
30,1779,yes
51,346,yes
36,353,yes
42,27696,yes
58,2155,yes
43,413,yes
77,2590,yes
34,320,yes
35,1454,yes
39,1382,yes
35,2427,yes
41,2498,yes
25,1003,yes
51,2007,yes
48,926,yes
26,632,yes
55,2206,yes
49,1830,yes
29,814,yes
67,5275,yes
42,2129,yes
35,2717,yes
37,341,yes
35,2885,yes
61,523,yes
60,4256,yes
33,484,yes
27,535,yes
24,431,yes
57,1269,yes
63,0,yes
61,211,yes
52,4012,yes
34,625,yes
28,1584,yes
60,315,yes
32,200,yes
34,589,yes
31,-205,yes
28,-46,yes
55,8304,yes
65,308,yes
37,1113,yes
35,992,yes
33,272,yes
75,1413,yes
48,1819,yes
33,1623,yes
38,630,yes
25,2975,yes
41,7968,yes
25,154,yes
27,5169,yes
49,228,yes
43,4945,yes
52,1708,yes
48,0,yes
29,1584,yes
43,1707,yes
65,952,yes
72,1978,yes
26,1105,yes
37,52,yes
37,6771,yes
28,890,yes
61,56,yes
32,1644,yes
51,151,yes
38,0,yes
34,2240,yes
60,957,yes
24,689,yes
36,2161,yes
46,1527,yes
80,8304,yes
37,698,yes
39,494,yes
62,2801,yes
84,4761,yes
24,834,yes
24,139,yes
28,12,yes
31,877,yes
33,2066,yes
33,555,yes
64,48,yes
48,235,yes
28,1595,yes
28,5741,yes
69,426,yes
28,187,yes
24,166,yes
52,1416,yes
37,1189,yes
25,486,yes
58,0,yes
62,2557,yes
41,3138,yes
28,1720,yes
75,1765,yes
21,1506,yes
40,3585,yes
35,262,yes
49,1093,yes
39,76,yes
63,4680,yes
38,1477,yes
72,3561,yes
31,3340,yes
49,1071,yes
29,247,yes
39,112,yes
78,527,yes
61,2580,yes
60,975,yes
58,2986,yes
67,2048,yes
20,2785,yes
28,127,yes
41,0,yes
31,4951,yes
37,488,yes
81,1154,yes
46,624,yes
46,4343,yes
44,2367,yes
23,283,yes
40,6403,yes
27,802,yes
60,3735,yes
55,2693,yes
43,0,yes
26,1027,yes
25,3902,yes
31,243,yes
54,0,yes
29,1055,yes
36,60,yes
59,5397,yes
37,217,yes
28,6551,yes
35,303,yes
32,2093,yes
49,1167,yes
50,2376,yes
55,0,yes
81,949,yes
24,393,yes
38,2678,yes
61,11,yes
67,4416,yes
28,390,yes
29,1934,yes
31,3511,yes
71,1696,yes
33,1278,yes
47,1011,yes
39,2939,yes
26,3466,yes
22,372,yes
34,549,yes
32,1102,yes
48,973,yes
32,491,yes
58,3337,yes
48,368,yes
28,326,yes
36,12264,yes
67,203,yes
30,502,yes
27,346,yes
31,4328,yes
27,279,yes
33,131,yes
36,2646,yes
62,6,yes
29,1579,yes
26,2007,yes
59,1,yes
51,469,yes
27,643,yes
60,514,yes
42,1289,yes
47,3676,yes
43,0,yes
22,104,yes
34,159,yes
39,728,yes
27,107,yes
49,1946,yes
42,1519,yes
64,5112,yes
44,1090,yes
64,4833,yes
29,1925,yes
52,335,yes
52,371,yes
54,5475,yes
37,203,yes
48,50,yes
28,11862,yes
77,820,yes
63,791,yes
34,1279,yes
29,455,yes
38,536,yes
47,1693,yes
63,1495,yes
30,985,yes
74,935,yes
31,410,yes
33,51,yes
25,679,yes
78,1780,yes
26,222,yes
47,1210,yes
56,1693,yes
54,876,yes
46,3308,yes
47,0,yes
24,822,yes
70,0,yes
63,3904,yes
22,2488,yes
38,88,yes
44,121,yes
52,0,yes
35,0,yes
29,464,yes
41,79,yes
62,2557,yes
62,272,yes
38,2543,yes
36,1224,yes
34,320,yes
60,4256,yes
32,1168,yes
29,703,yes
32,136,yes
75,3810,yes
29,765,yes
68,1146,yes
25,358,yes
36,1511,yes
38,557,yes
53,583,yes
34,557,yes
23,113,yes
73,2850,yes
25,505,yes
51,825,yes
72,5715,yes
42,-215,yes
59,2239,yes
32,376,yes
36,15485,yes
34,2918,yes
28,67,yes
54,1664,yes
27,192,yes
42,1519,yes
31,0,yes
41,0,yes
37,4708,yes
31,3283,yes
33,1211,yes
27,347,yes
44,423,yes
22,3982,yes
25,2506,yes
30,697,yes
46,456,yes
32,324,yes
57,5768,yes
41,1517,yes
62,0,yes
28,482,yes
77,638,yes
47,2524,yes
40,4539,yes
41,2039,yes
28,128,yes
51,4787,yes
47,1147,yes
37,1978,yes
29,51,yes
24,-122,yes
27,294,yes
23,922,yes
32,51,yes
40,694,yes
32,607,yes
57,2155,yes
28,159,yes
35,7050,yes
35,1055,yes
24,8165,yes
36,376,yes
66,3701,yes
45,644,yes
28,3623,yes
45,360,yes
31,284,yes
45,1893,yes
34,69,yes
39,1355,yes
24,1506,yes
33,1393,yes
54,487,yes
26,655,yes
30,1788,yes
37,0,yes
32,41,yes
39,215,yes
27,1187,yes
54,0,yes
54,1213,yes
71,653,yes
41,3426,yes
29,238,yes
60,1690,yes
60,0,yes
36,27,yes
34,681,yes
27,18188,yes
34,1006,yes
36,1352,yes
32,2340,yes
55,366,yes
34,-374,yes
25,1231,yes
51,1347,yes
33,1778,yes
35,2201,yes
55,0,yes
61,2557,yes
34,0,yes
55,1320,yes
23,0,yes
69,0,yes
37,22125,yes
49,6188,yes
41,1077,yes
39,45248,yes
30,3291,yes
32,562,yes
61,1046,yes
33,87,yes
32,10281,yes
45,429,yes
59,3648,yes
48,863,yes
18,3,yes
27,2648,yes
32,0,yes
50,0,yes
30,655,yes
23,854,yes
40,858,yes
27,567,yes
35,399,yes
53,257,yes
59,3735,yes
37,57,yes
24,1235,yes
42,257,yes
27,401,yes
29,3290,yes
30,297,yes
22,33,yes
39,1179,yes
35,471,yes
61,938,yes
33,1636,yes
42,1243,yes
30,0,yes
51,1679,yes
25,2022,yes
44,2033,yes
34,869,yes
28,3611,yes
61,3624,yes
21,2488,yes
53,2228,yes
46,4,yes
52,2557,yes
56,1390,yes
36,1228,yes
30,1265,yes
41,6046,yes
33,816,yes
28,0,yes
54,118,yes
50,1165,yes
58,99,yes
33,1697,yes
36,866,yes
51,0,yes
35,5301,yes
35,7918,yes
34,1,yes
45,160,yes
24,414,yes
45,406,yes
42,0,yes
30,655,yes
60,514,yes
40,11766,yes
25,0,yes
48,2892,yes
28,762,yes
55,2037,yes
47,255,yes
32,1536,yes
55,0,yes
27,2,yes
42,1435,yes
47,1219,yes
36,2971,yes
64,440,yes
34,3301,yes
72,2321,yes
27,213,yes
54,0,yes
19,108,yes
33,920,yes
36,1031,yes
26,294,yes
42,527,yes
24,1030,yes
28,2503,yes
58,1547,yes
59,1,yes
46,1167,yes
49,523,yes
45,-207,yes
32,3283,yes
46,1147,yes
29,1170,yes
30,4642,yes
31,2666,yes
31,792,yes
33,127,yes
49,0,yes
30,0,yes
29,121,yes
44,618,yes
34,2495,yes
62,569,yes
58,473,yes
60,474,yes
62,0,yes
53,1796,yes
32,520,yes
39,118,yes
58,3342,yes
38,3239,yes
56,23,yes
52,40,yes
45,226,yes
28,939,yes
29,-20,yes
29,940,yes
60,5,yes
31,0,yes
31,447,yes
57,126,yes
25,4718,yes
27,843,yes
24,656,yes
39,91,yes
27,0,yes
24,2984,yes
56,870,yes
33,7608,yes
38,5115,yes
34,247,yes
45,154,yes
35,1731,yes
52,3634,yes
38,19,yes
23,1129,yes
38,0,yes
36,12264,yes
33,478,yes
43,2081,yes
41,965,yes
46,332,yes
60,1163,yes
40,1960,yes
33,294,yes
35,188,yes
36,254,yes
28,1377,yes
60,523,yes
47,600,yes
35,387,yes
53,849,yes
39,1317,yes
46,273,yes
34,0,yes
58,2538,yes
34,133,yes
33,146,yes
42,11115,yes
32,486,yes
47,159,yes
35,1201,yes
77,2590,yes
62,800,yes
62,0,yes
38,385,yes
37,238,yes
38,238,yes
31,1812,yes
38,413,yes
31,152,yes
34,1031,yes
33,3143,yes
38,613,yes
28,168,yes
67,2144,yes
31,1331,yes
49,2611,yes
53,925,yes
31,985,yes
60,367,yes
30,302,yes
38,47,yes
49,1946,yes
40,2266,yes
34,992,yes
35,3544,yes
33,76,yes
34,6013,yes
28,19,yes
27,232,yes
22,993,yes
27,535,yes
34,127,yes
62,1528,yes
36,324,yes
47,1639,yes
32,0,yes
33,-370,yes
27,11862,yes
35,323,yes
47,3940,yes
57,8897,yes
26,2002,yes
46,668,yes
58,2946,yes
43,4216,yes
49,0,yes
34,23076,yes
28,7459,yes
33,5,yes
25,4147,yes
26,0,yes
32,131,yes
29,231,yes
30,720,yes
23,598,yes
41,1819,yes
66,587,yes
62,1495,yes
28,442,yes
33,271,yes
77,29340,yes
54,1014,yes
50,2366,yes
31,26965,yes
45,1411,yes
30,617,yes
40,4736,yes
67,2540,yes
39,403,yes
20,423,yes
31,131,yes
31,4041,yes
33,273,yes
45,101,yes
45,0,yes
31,2544,yes
33,1699,yes
41,2689,yes
31,3160,yes
50,388,yes
56,393,yes
28,69,yes
35,2658,yes
30,-366,yes
64,466,yes
32,64,yes
29,580,yes
29,3317,yes
51,955,yes
40,7441,yes
45,377,yes
36,994,yes
31,1766,yes
43,-236,yes
42,774,yes
46,659,yes
34,149,yes
52,1405,yes
47,290,yes
40,595,yes
26,4613,yes
45,0,yes
55,2204,yes
42,576,yes
40,3840,yes
43,1358,yes
26,5169,yes
31,0,yes
31,533,yes
29,1788,yes
44,1070,yes
35,80,yes
36,3254,yes
30,1309,yes
48,0,yes
33,1534,yes
36,535,yes
46,368,yes
35,415,yes
46,3434,yes
32,35,yes
46,2948,yes
54,2473,yes
36,1133,yes
29,306,yes
58,-382,yes
35,1224,yes
30,5359,yes
31,2166,yes
35,925,yes
36,495,yes
34,2374,yes
28,1925,yes
23,279,yes
46,842,yes
33,6748,yes
25,-242,yes
43,3917,yes
38,1711,yes
62,298,yes
33,335,yes
53,2240,yes
38,1478,yes
32,390,yes
24,1234,yes
26,3704,yes
55,890,yes
47,3663,yes
58,119,yes
30,167,yes
39,1022,yes
30,305,yes
34,172,yes
34,3047,yes
56,616,yes
27,453,yes
46,526,yes
32,169,yes
27,1347,yes
36,378,yes
46,2889,yes
46,57,yes
49,0,yes
39,1293,yes
33,2085,yes
48,315,yes
38,1627,yes
60,1853,yes
33,1429,yes
64,3951,yes
22,780,yes
34,674,yes
36,218,yes
72,763,yes
37,4151,yes
78,2787,yes
31,26,yes
20,153,yes
60,362,yes
36,1184,yes
51,6840,yes
26,3145,yes
48,660,yes
49,1311,yes
20,215,yes
77,3324,yes
42,0,yes
31,747,yes
56,448,yes
32,1246,yes
33,271,yes
33,1271,yes
54,962,yes
28,3054,yes
41,0,yes
51,346,yes
43,3550,yes
36,1379,yes
49,1093,yes
47,295,yes
30,129,yes
31,636,yes
39,4101,yes
40,3352,yes
48,334,yes
30,341,yes
41,8491,yes
33,227,yes
25,125,yes
49,3608,yes
32,2536,yes
64,4688,yes
28,0,yes
37,1113,yes
25,1857,yes
53,2892,yes
62,6,yes
34,1076,yes
26,-930,yes
39,1382,yes
45,2048,yes
19,608,yes
33,-274,yes
43,132,yes
35,344,yes
52,2230,yes
28,5679,yes
35,885,yes
50,3764,yes
37,4017,yes
36,368,yes
61,569,yes
24,272,yes
35,167,yes
32,1388,yes
45,7895,yes
43,2160,yes
39,1587,yes
35,1723,yes
23,691,yes
34,243,yes
47,3696,yes
21,71,yes
37,0,yes
53,3765,yes
46,977,yes
26,15161,yes
51,0,yes
58,776,yes
51,1994,yes
33,616,yes
46,3512,yes
34,6529,yes
40,0,yes
40,2129,yes
46,874,yes
59,496,yes
34,1539,yes
49,348,yes
28,1287,yes
56,12356,yes
28,5763,yes
33,-267,yes
37,443,yes
38,934,yes
25,4859,yes
74,1843,yes
42,1289,yes
29,19,yes
60,8332,yes
41,5517,yes
51,949,yes
49,-157,yes
41,254,yes
31,136,yes
25,285,yes
32,874,yes
73,1641,yes
31,1088,yes
32,1138,yes
27,13107,yes
60,2557,yes
34,142,yes
43,733,yes
31,-405,yes
42,11008,yes
27,246,yes
57,0,yes
30,536,yes
45,1506,yes
49,716,yes
31,354,yes
41,1757,yes
57,7554,yes
57,854,yes
58,1230,yes
54,1303,yes
36,93,yes
53,-291,yes
34,69,yes
27,771,yes
41,-675,yes
62,973,yes
27,377,yes
37,480,yes
22,552,yes
27,3733,yes
30,-158,yes
28,136,yes
27,4590,yes
42,283,yes
36,0,yes
27,419,yes
58,462,yes
55,4,yes
52,363,yes
42,7560,yes
46,1297,yes
32,40,yes
52,436,yes
57,403,yes
40,5637,yes
30,916,yes
30,1942,yes
39,385,yes
28,-1042,yes
34,3696,yes
30,3384,yes
24,556,yes
59,315,yes
38,2812,yes
47,324,yes
52,-519,yes
35,188,yes
61,267,yes
46,21,yes
55,2038,yes
42,11115,yes
26,194,yes
58,169,yes
46,0,yes
39,2981,yes
29,67,yes
21,360,yes
57,3376,yes
31,4718,yes
49,387,yes
56,4266,yes
30,396,yes
34,2085,yes
35,62,yes
55,-268,yes
44,1697,yes
36,341,yes
63,109,yes
37,0,yes
58,4158,yes
37,156,yes
26,390,yes
44,36,yes
37,0,yes
53,50,yes
37,102,yes
40,57,yes
40,973,yes
31,3,yes
36,1245,yes
36,828,yes
52,0,yes
39,167,yes
47,66,yes
49,687,yes
32,2688,yes
36,625,yes
27,1742,yes
71,1729,yes
32,889,yes
29,224,yes
64,768,yes
24,1809,yes
21,423,yes
42,335,yes
47,182,yes
53,4401,yes
33,607,yes
62,1084,yes
33,0,yes
58,687,yes
52,659,yes
37,1435,yes
37,8828,yes
34,69,yes
79,79,yes
54,990,yes
28,2290,yes
33,679,yes
21,-172,yes
46,548,yes
38,565,yes
32,228,yes
34,0,yes
49,228,yes
31,454,yes
32,514,yes
38,2885,yes
27,567,yes
78,2235,yes
60,5267,yes
36,29,yes
75,291,yes
30,4889,yes
30,502,yes
50,3608,yes
37,3556,yes
60,-41,yes
26,3944,yes
49,202,yes
40,1175,yes
46,974,yes
38,3141,yes
74,4079,yes
35,0,yes
50,3357,yes
54,2587,yes
35,434,yes
36,1291,yes
30,315,yes
36,394,yes
41,5561,yes
30,3528,yes
39,437,yes
34,3119,yes
32,264,yes
35,3285,yes
50,1396,yes
28,510,yes
44,-101,yes
32,634,yes
30,4210,yes
59,0,yes
35,84,yes
30,278,yes
42,849,yes
63,1612,yes
35,204,yes
43,1854,yes
27,4661,yes
29,1579,yes
54,1561,yes
80,1468,yes
57,2887,yes
33,224,yes
65,1760,yes
59,3735,yes
30,19,yes
28,61,yes
29,95,yes
31,5,yes
31,360,yes
49,1730,yes
43,0,yes
40,7968,yes
39,7005,yes
71,3020,yes
38,605,yes
30,376,yes
45,891,yes
67,704,yes
58,4348,yes
45,2353,yes
34,8000,yes
27,2781,yes
51,541,yes
38,3576,yes
28,2725,yes
25,2354,yes
37,775,yes
38,622,yes
37,4,yes
34,5,yes
37,3943,yes
76,802,yes
48,2351,yes
49,1807,yes
62,2,yes
33,2297,yes
19,779,yes
25,108,yes
31,459,yes
38,110,yes
31,13711,yes
24,3415,yes
24,2376,yes
26,181,yes
73,448,yes
29,714,yes
49,3608,yes
42,5310,yes
68,2144,yes
60,2281,yes
53,2679,yes
62,1495,yes
33,1304,yes
36,78,yes
46,437,yes
37,7433,yes
53,6112,yes
34,155,yes
24,9883,yes
36,495,yes
34,294,yes
48,8990,yes
43,3173,yes
32,53,yes
46,640,yes
32,217,yes
45,804,yes
29,1374,yes
25,3,yes
20,502,yes
45,61,yes
42,153,yes
29,8,yes
23,780,yes
37,630,yes
35,2161,yes
61,32685,yes
31,3384,yes
41,5310,yes
34,383,yes
32,772,yes
32,2976,yes
34,2729,yes
35,520,yes
44,205,yes
32,2378,yes
34,48,yes
50,461,yes
32,116,yes
23,272,yes
32,799,yes
60,0,yes
44,1534,yes
30,4457,yes
37,189,yes
35,1880,yes
36,0,yes
39,11835,yes
25,839,yes
33,952,yes
28,-197,yes
31,1657,yes
56,1947,yes
41,30,yes
68,2027,yes
61,1332,yes
37,72,yes
28,153,yes
46,70,yes
53,36,yes
32,-198,yes
33,5,yes
57,2326,yes
41,67,yes
24,598,yes
45,1527,yes
49,1623,yes
30,253,yes
26,1445,yes
57,256,yes
39,1181,yes
40,1646,yes
52,-309,yes
35,670,yes
46,2196,yes
49,947,yes
22,71,yes
36,521,yes
38,5115,yes
40,-17,yes
24,556,yes
78,229,yes
25,325,yes
63,5112,yes
31,11821,yes
41,650,yes
50,8648,yes
27,168,yes
27,2486,yes
50,396,yes
44,1791,yes
26,168,yes
46,3308,yes
36,4721,yes
35,18111,yes
68,1146,yes
50,237,yes
36,618,yes
34,1085,yes
30,1028,yes
22,114,yes
59,0,yes
60,631,yes
32,660,yes
46,2421,yes
23,794,yes
22,2138,yes
59,2965,yes
26,222,yes
35,6997,yes
53,665,yes
39,285,yes
32,473,yes
41,2226,yes
37,245,yes
35,1133,yes
42,294,yes
27,451,yes
57,19268,yes
41,1461,yes
37,465,yes
44,0,yes
32,654,yes
34,79,yes
42,4216,yes
54,66,yes
48,0,yes
73,5539,yes
33,2599,yes
42,2187,yes
57,2120,yes
29,339,yes
47,8229,yes
51,346,yes
34,158,yes
25,7103,yes
50,4855,yes
47,3696,yes
40,-357,yes
79,8304,yes
30,48,yes
54,384,yes
53,751,yes
33,3546,yes
60,73,yes
35,71,yes
46,974,yes
52,306,yes
50,3463,yes
47,3676,yes
73,459,yes
35,286,yes
26,-11,yes
46,273,yes
42,2665,yes
29,3290,yes
30,8535,yes
37,1276,yes
28,2736,yes
32,10287,yes
53,1624,yes
41,0,yes
40,446,yes
53,395,yes
64,315,yes
32,484,yes
48,0,yes
35,507,yes
43,2987,yes
25,801,yes
43,0,yes
29,572,yes
61,2,yes
64,34,yes
27,1075,yes
38,508,yes
36,926,yes
61,10861,yes
49,24,yes
33,611,yes
25,1857,yes
33,329,yes
51,2635,yes
32,225,yes
32,1604,yes
72,4657,yes
34,1406,yes
38,6728,yes
35,611,yes
38,1805,yes
43,-399,yes
31,208,yes
30,10884,yes
22,3472,yes
46,556,yes
52,7192,yes
35,13460,yes
71,2988,yes
30,102,yes
25,1868,yes
34,-578,yes
51,241,yes
25,162,yes
48,5320,yes
42,366,yes
55,1504,yes
38,262,yes
26,191,yes
27,73,yes
75,358,yes
32,483,yes
39,5047,yes
46,5862,yes
40,0,yes
36,2843,yes
54,351,yes
42,372,yes
42,27696,yes
37,133,yes
25,3,yes
29,15459,yes
32,2551,yes
64,571,yes
55,7803,yes
56,0,yes
28,24,yes
52,2104,yes
36,3158,yes
25,10,yes
66,147,yes
31,12857,yes
43,4389,yes
59,474,yes
35,2326,yes
48,3644,yes
38,1988,yes
27,1595,yes
25,331,yes
56,4623,yes
54,12018,yes
36,154,yes
31,190,yes
62,3904,yes
31,882,yes
66,53,yes
32,6542,yes
40,687,yes
43,3064,yes
51,9228,yes
34,800,yes
47,3505,yes
36,5958,yes
27,667,yes
52,36,yes
44,1059,yes
26,915,yes
32,1547,yes
34,3050,yes
35,7050,yes
32,2,yes
43,14144,yes
50,705,yes
40,1758,yes
29,476,yes
32,348,yes
50,5969,yes
65,3195,yes
59,2013,yes
44,121,yes
33,82,yes
33,935,yes
57,3754,yes
38,104,yes
49,4751,yes
45,1529,yes
25,102,yes
22,1796,yes
32,935,yes
36,365,yes
32,222,yes
45,0,yes
35,1015,yes
23,107,yes
50,82,yes
31,877,yes
61,2557,yes
42,1673,yes
39,2467,yes
37,980,yes
30,183,yes
55,387,yes
30,459,yes
57,1227,yes
31,302,yes
37,175,yes
34,182,yes
31,-367,yes
52,876,yes
48,201,yes
73,796,yes
54,0,yes
38,1559,yes
39,70,yes
44,2734,yes
29,3528,yes
51,469,yes
31,3311,yes
33,152,yes
39,1047,yes
30,484,yes
39,1587,yes
25,4461,yes
57,3551,yes
35,495,yes
27,3792,yes
27,489,yes
28,159,yes
41,985,yes
46,369,yes
38,257,yes
35,2779,yes
24,638,yes
24,833,yes
28,9314,yes
28,4745,yes
53,2693,yes
45,160,yes
33,1697,yes
51,0,yes
32,-770,yes
65,20806,yes
32,3136,yes
67,1430,yes
53,6831,yes
41,664,yes
30,49,yes
37,604,yes
27,931,yes
77,699,yes
32,212,yes
25,362,yes
32,2667,yes
43,-754,yes
30,517,yes
59,258,yes
61,3140,yes
32,658,yes
37,255,yes
51,5350,yes
55,9756,yes
38,3646,yes
47,368,yes
59,1,yes
51,1435,yes
25,122,yes
67,2027,yes
58,496,yes
52,83,yes
54,467,yes
27,0,yes
41,471,yes
72,5715,yes
24,-389,yes
36,364,yes
39,25,yes
55,3450,yes
35,2374,yes
32,5514,yes
29,455,yes
59,739,yes
33,336,yes
30,436,yes
30,536,yes
37,0,yes
39,0,yes
40,1181,yes
29,265,yes
24,2573,yes
31,-537,yes
62,1128,yes
33,2780,yes
67,405,yes
44,706,yes
79,2661,yes
30,2734,yes
38,196,yes
31,533,yes
38,6728,yes
36,1227,yes
30,5,yes
34,197,yes
27,13,yes
32,284,yes
37,33,yes
56,2333,yes
28,1705,yes
49,2039,yes
23,381,yes
56,3738,yes
54,4401,yes
59,553,yes
53,-725,yes
51,67,yes
31,330,yes
62,5943,yes
38,25,yes
25,316,yes
43,4389,yes
45,0,yes
78,1389,yes
30,398,yes
69,247,yes
48,0,yes
31,131,yes
57,604,no
45,0,no
48,238,no
34,673,no
37,7944,no
32,3696,no
35,347,no
31,-199,no
54,337,no
52,5091,no
29,970,no
34,258,no
37,614,no
66,1929,no
33,2362,no
60,8121,no
55,608,no
34,3723,no
52,117,no
29,363,no
43,130,no
57,2225,no
32,-105,no
67,7687,no
45,222,no
47,736,no
31,84,no
52,196,no
41,2123,no
35,-482,no
48,700,no
53,1388,no
59,222,no
26,592,no
30,0,no
56,411,no
41,-104,no
52,475,no
35,181,no
41,653,no
39,0,no
51,0,no
46,942,no
43,13,no
31,200,no
56,660,no
35,1309,no
58,-364,no
33,-616,no
36,2596,no
49,5802,no
47,568,no
61,296,no
45,561,no
53,2894,no
31,2344,no
35,1345,no
55,171,no
50,1838,no
53,549,no
45,1097,no
45,1148,no
32,3818,no
33,934,no
51,-637,no
27,65,no
37,24,no
45,907,no
40,100,no
41,686,no
35,3,no
62,4692,no
42,-197,no
38,4335,no
36,664,no
59,307,no
46,5,no
42,-67,no
27,3754,no
44,1139,no
32,250,no
32,3695,no
43,1025,no
38,328,no
40,0,no
44,6203,no
49,1904,no
37,347,no
40,1289,no
54,129,no
38,178,no
45,81,no
49,599,no
46,190,no
39,0,no
56,563,no
37,105,no
39,3518,no
53,248,no
38,961,no
25,640,no
35,1144,no
47,0,no
40,4381,no
31,1134,no
50,570,no
40,0,no
55,357,no
31,593,no
59,229,no
52,0,no
55,1157,no
49,234,no
31,322,no
55,113,no
38,2139,no
52,2251,no
57,0,no
65,2756,no
53,7132,no
34,2047,no
41,0,no
44,1151,no
49,5244,no
39,1,no
54,203,no
22,2162,no
31,337,no
53,0,no
59,2,no
59,1365,no
56,2366,no
52,-803,no
57,873,no
41,-76,no
39,2990,no
35,538,no
53,6388,no
35,840,no
25,1847,no
34,40,no
38,30,no
42,860,no
28,123,no
35,667,no
34,601,no
32,616,no
38,259,no
32,307,no
41,-29,no
41,849,no
26,47,no
60,2194,no
51,3413,no
24,1299,no
37,622,no
44,1901,no
74,166,no
50,1717,no
31,-160,no
31,89,no
25,493,no
39,2644,no
30,596,no
60,0,no
48,606,no
30,-346,no
43,550,no
44,237,no
29,415,no
46,-125,no
28,1984,no
34,121,no
42,266,no
59,1723,no
27,1049,no
36,21,no
34,341,no
30,233,no
50,247,no
50,3117,no
45,242,no
40,24,no
49,7007,no
54,1851,no
31,573,no
35,1178,no
34,748,no
48,-407,no
51,4695,no
47,2500,no
45,86,no
33,968,no
33,192,no
27,93,no
47,0,no
54,0,no
37,-491,no
43,1517,no
49,0,no
43,775,no
27,276,no
44,5781,no
37,0,no
50,901,no
50,431,no
52,911,no
26,96,no
35,0,no
47,-288,no
55,2923,no
26,16,no
37,744,no
56,551,no
33,322,no
36,199,no
32,0,no
30,0,no
39,633,no
28,203,no
36,583,no
39,2749,no
48,769,no
34,1924,no
50,1064,no
26,1099,no
35,2971,no
44,2657,no
47,21,no
62,0,no
55,0,no
26,9447,no
88,433,no
28,375,no
41,2399,no
25,148,no
40,224,no
35,147,no
65,744,no
40,-94,no
43,9,no
29,1218,no
48,1106,no
35,0,no
30,167,no
32,0,no
30,324,no
30,127,no
24,230,no
29,344,no
44,105,no
42,634,no
45,317,no
57,2234,no
36,223,no
49,230,no
30,0,no
48,313,no
32,289,no
35,0,no
40,3676,no
32,-184,no
37,3954,no
37,2951,no
43,78,no
48,1526,no
36,0,no
33,233,no
33,67,no
36,38,no
65,1948,no
50,5296,no
34,612,no
35,4872,no
32,131,no
34,4943,no
34,-257,no
33,331,no
45,105,no
35,1160,no
53,4930,no
39,471,no
38,35,no
35,1750,no
52,5275,no
30,728,no
37,0,no
33,263,no
52,601,no
29,6429,no
28,1076,no
37,-57,no
33,2,no
32,514,no
25,-375,no
37,28,no
34,404,no
40,3430,no
40,99,no
38,2669,no
39,202,no
37,715,no
35,674,no
33,312,no
38,1463,no
37,789,no
29,7,no
42,473,no
45,3150,no
42,12223,no
33,1541,no
35,142,no
30,3,no
31,1207,no
45,351,no
44,777,no
31,997,no
30,15,no
54,2819,no
35,126,no
36,953,no
55,10,no
45,-577,no
30,1159,no
57,1350,no
59,88,no
47,-245,no
34,161,no
46,41,no
56,450,no
24,782,no
40,-666,no
50,-151,no
31,55,no
37,-666,no
45,87,no
45,4629,no
36,2176,no
57,3431,no
39,208,no
47,0,no
44,240,no
